,시도별,date,최대풍속(m/s),평균기온(℃),평균강수량(mm),평균상대습도(%),사고건수,사망자수,부상자수,총인구수,시도별인구수,자동차수,교통사고사망률,사고율,year,month
411,대전,2020-04-01,7.6,11.5,0.5933333333333334,51.0,593,6,868,51473000,1464000,686000,0.01011804384485666,40.505464480874316,2020,4
412,대전,2020-05-01,7.8,18.8,2.68,71.0,638,8,954,51473000,1464000,686000,0.012539184952978056,43.5792349726776,2020,5
413,대전,2020-06-01,6.7,24.1,6.416666666666667,76.0,644,6,907,51473000,1464000,686000,0.009316770186335404,43.98907103825137,2020,6
414,대전,2020-07-01,6.7,23.6,18.163333333333334,88.0,636,6,908,51473000,1464000,686000,0.009433962264150943,43.44262295081967,2020,7
415,대전,2020-08-01,8.1,27.5,12.053333333333335,87.0,564,6,840,51473000,1464000,686000,0.010638297872340425,38.52459016393443,2020,8
416,대전,2020-09-01,7.2,21.2,5.786666666666666,80.0,624,5,927,51473000,1464000,686000,0.008012820512820512,42.622950819672134,2020,9
417,대전,2020-10-01,7.1,14.2,0.10666666666666667,70.0,614,2,923,51473000,1464000,686000,0.003257328990228013,41.939890710382514,2020,10
418,대전,2020-11-01,6.9,8.6,1.3933333333333333,69.0,650,7,982,51473000,1464000,686000,0.010769230769230769,44.39890710382514,2020,11
419,대전,2020-12-01,5.7,0.5,0.13666666666666666,65.0,551,1,803,51473000,1464000,686000,0.0018148820326678765,37.63661202185792,2020,12
420,부산,2016-01-01,12.5,3.1,1.9833333333333334,49.0,1006,10,1416,51453200,3498500,1295300,0.009940357852882704,28.755180791767902,2016,1
421,부산,2016-02-01,13.5,5.5,2.1233333333333335,48.0,917,10,1247,51453200,3498500,1295300,0.010905125408942203,26.211233385736744,2016,2
422,부산,2016-03-01,13.0,9.9,4.45,61.0,1006,8,1330,51453200,3498500,1295300,0.007952286282306162,28.755180791767902,2016,3
423,부산,2016-04-01,15.1,15.1,6.616666666666666,66.0,1046,11,1423,51453200,3498500,1295300,0.010516252390057362,29.898527940545947,2016,4
424,부산,2016-05-01,15.5,19.3,3.6266666666666665,64.0,1066,12,1450,51453200,3498500,1295300,0.01125703564727955,30.47020151493497,2016,5
425,부산,2016-06-01,12.7,21.9,3.8400000000000003,80.0,989,8,1370,51453200,3498500,1295300,0.008088978766430738,28.269258253537227,2016,6
426,부산,2016-07-01,18.6,25.3,6.293333333333334,85.0,1040,17,1448,51453200,3498500,1295300,0.016346153846153847,29.72702586822924,2016,7
427,부산,2016-08-01,13.3,27.7,4.716666666666667,72.0,974,19,1366,51453200,3498500,1295300,0.019507186858316223,27.840503072745463,2016,8
428,부산,2016-09-01,9.1,22.9,13.596666666666666,80.0,1010,15,1384,51453200,3498500,1295300,0.01485148514851485,28.86951550664571,2016,9
429,부산,2016-10-01,16.7,18.7,6.08,73.0,985,16,1354,51453200,3498500,1295300,0.016243654822335026,28.154923538659425,2016,10
430,부산,2016-11-01,9.0,11.8,1.8866666666666667,61.0,1078,19,1491,51453200,3498500,1295300,0.017625231910946195,30.813205659568382,2016,11
431,부산,2016-12-01,16.5,7.3,3.46,54.0,1075,14,1459,51453200,3498500,1295300,0.013023255813953489,30.727454623410033,2016,12
432,부산,2017-01-01,11.6,4.1,0.4,46.0,927,14,1287,51499300,3470700,1333200,0.015102481121898598,26.70930936122396,2017,1
433,부산,2017-02-01,12.5,5.5,1.1266666666666665,45.0,857,13,1166,51499300,3470700,1333200,0.015169194865810968,24.692425159189792,2017,2
434,부산,2017-03-01,9.8,9.0,1.1900000000000002,53.0,988,12,1393,51499300,3470700,1333200,0.012145748987854251,28.46687988013945,2017,3
435,부산,2017-04-01,15.3,15.0,3.503333333333333,64.0,955,11,1296,51499300,3470700,1333200,0.011518324607329843,27.516063042037633,2017,4
436,부산,2017-05-01,9.6,19.0,1.3066666666666669,63.0,1014,8,1404,51499300,3470700,1333200,0.007889546351084813,29.21600829803786,2017,5
437,부산,2017-06-01,8.1,21.3,1.66,70.0,974,10,1359,51499300,3470700,1333200,0.01026694045174538,28.06350303973262,2017,6
438,부산,2017-07-01,11.4,26.1,5.736666666666666,82.0,1029,8,1436,51499300,3470700,1333200,0.007774538386783284,29.64819776990233,2017,7
439,부산,2017-08-01,9.5,27.0,2.75,74.0,1040,12,1454,51499300,3470700,1333200,0.011538461538461539,29.965136715936264,2017,8
440,부산,2017-09-01,8.8,22.6,11.166666666666666,69.0,1058,23,1416,51499300,3470700,1333200,0.021739130434782608,30.483764082173625,2017,9
441,부산,2017-10-01,9.6,18.1,4.61,68.0,971,22,1353,51499300,3470700,1333200,0.02265705458290422,27.977065145359727,2017,10
442,부산,2017-11-01,8.9,11.2,0.01,49.0,958,19,1276,51499300,3470700,1333200,0.019832985386221295,27.602500936410525,2017,11
443,부산,2017-12-01,11.8,3.6,0.35333333333333333,40.0,982,12,1317,51499300,3470700,1333200,0.012219959266802444,28.294004091393663,2017,12
444,부산,2018-01-01,11.4,1.9,1.3633333333333333,45.0,965,10,1325,51512000,3441000,1371000,0.010362694300518135,28.044173205463526,2018,1
445,부산,2018-02-01,12.1,3.9,1.75,42.0,859,9,1215,51512000,3441000,1371000,0.010477299185098952,24.963673350770126,2018,2
446,부산,2018-03-01,12.5,10.0,6.87,63.0,1019,15,1425,51512000,3441000,1371000,0.014720314033366046,29.61348445219413,2018,3
447,부산,2018-04-01,14.3,14.5,5.213333333333334,62.0,963,12,1317,51512000,3441000,1371000,0.012461059190031152,27.98605056669573,2018,4
448,부산,2018-05-01,13.3,17.8,5.193333333333333,73.0,1016,11,1456,51512000,3441000,1371000,0.010826771653543307,29.52630049404243,2018,5
449,부산,2018-06-01,12.5,21.5,9.223333333333333,75.0,969,6,1297,51512000,3441000,1371000,0.006191950464396285,28.16041848299913,2018,6
450,부산,2018-07-01,8.3,26.7,4.069999999999999,78.0,1030,14,1487,51512000,3441000,1371000,0.013592233009708738,29.93315896541703,2018,7
451,부산,2018-08-01,15.5,27.9,5.656666666666666,75.0,1021,9,1354,51512000,3441000,1371000,0.00881488736532811,29.67160709096193,2018,8
452,부산,2018-09-01,9.7,21.9,10.28,76.0,1007,13,1428,51512000,3441000,1371000,0.012909632571996028,29.264748619587326,2018,9
453,부산,2018-10-01,19.2,16.4,4.123333333333333,62.0,1029,13,1369,51512000,3441000,1371000,0.012633624878522837,29.90409764603313,2018,10
454,부산,2018-11-01,11.7,12.4,3.5766666666666667,57.0,1039,4,1422,51512000,3441000,1371000,0.0038498556304138597,30.19471083987213,2018,11
455,부산,2018-12-01,8.8,5.7,1.9666666666666666,49.0,1020,7,1373,51512000,3441000,1371000,0.006862745098039216,29.64254577157803,2018,12
456,부산,2019-01-01,8.2,4.5,0.4233333333333333,39.0,996,11,1372,51511000,3414000,1395000,0.01104417670682731,29.173989455184536,2019,1
457,부산,2019-02-01,9.5,6.6,1.7166666666666666,50.0,951,6,1366,51511000,3414000,1395000,0.006309148264984227,27.855887521968366,2019,2
458,부산,2019-03-01,12.7,10.5,2.5133333333333336,54.0,1067,6,1462,51511000,3414000,1395000,0.005623242736644799,31.253661394258934,2019,3
459,부산,2019-04-01,10.0,13.4,2.8333333333333335,60.0,1100,9,1542,51511000,3414000,1395000,0.008181818181818182,32.22026947861745,2019,4
460,부산,2019-05-01,14.8,19.3,2.5366666666666666,58.0,1127,14,1521,51511000,3414000,1395000,0.012422360248447204,33.01113063854716,2019,5
461,부산,2019-06-01,12.5,21.1,10.81,74.0,1014,9,1425,51511000,3414000,1395000,0.008875739644970414,29.701230228471,2019,6
462,부산,2019-07-01,10.7,24.3,11.963333333333333,85.0,1159,13,1552,51511000,3414000,1395000,0.011216566005176877,33.94844756883421,2019,7
463,부산,2019-08-01,11.5,27.0,5.21,78.0,1128,9,1525,51511000,3414000,1395000,0.007978723404255319,33.04042179261863,2019,8
464,부산,2019-09-01,12.2,23.1,9.3,82.0,1054,8,1421,51511000,3414000,1395000,0.007590132827324478,30.87287639132982,2019,9
465,부산,2019-10-01,14.5,18.6,4.663333333333333,67.0,1201,8,1638,51511000,3414000,1395000,0.006661115736885929,35.17867603983597,2019,10
466,부산,2019-11-01,15.8,13.0,0.46,58.0,1100,14,1466,51511000,3414000,1395000,0.012727272727272728,32.22026947861745,2019,11
467,부산,2019-12-01,10.1,7.0,1.6766666666666665,50.0,1095,9,1542,51511000,3414000,1395000,0.00821917808219178,32.073813708260104,2019,12
468,부산,2020-01-01,15.9,6.4,4.256666666666667,56.0,1022,14,1454,51473000,3392000,1429000,0.0136986301369863,30.129716981132077,2020,1
469,부산,2020-02-01,14.2,7.1,3.1633333333333336,55.0,925,5,1281,51473000,3392000,1429000,0.005405405405405406,27.27004716981132,2020,2
470,부산,2020-03-01,13.3,10.4,1.96,57.0,870,5,1172,51473000,3392000,1429000,0.005747126436781609,25.648584905660375,2020,3
471,부산,2020-04-01,13.0,12.6,2.783333333333333,53.0,933,10,1283,51473000,3392000,1429000,0.010718113612004287,27.505896226415096,2020,4
472,부산,2020-05-01,11.8,17.9,3.2066666666666666,73.0,1039,10,1456,51473000,3392000,1429000,0.009624639076034648,30.630896226415093,2020,5
473,부산,2020-06-01,13.0,22.4,10.703333333333335,73.0,1045,6,1423,51473000,3392000,1429000,0.005741626794258373,30.807783018867923,2020,6
474,부산,2020-07-01,13.2,22.1,26.56,87.0,1055,10,1469,51473000,3392000,1429000,0.009478672985781991,31.10259433962264,2020,7
475,부산,2020-08-01,13.4,27.2,13.306666666666667,82.0,1029,7,1415,51473000,3392000,1429000,0.006802721088435374,30.336084905660375,2020,8
476,부산,2020-09-01,20.5,21.9,7.683333333333334,74.0,954,13,1239,51473000,3392000,1429000,0.013626834381551363,28.124999999999996,2020,9
477,부산,2020-10-01,8.9,17.3,0.88,58.0,1064,7,1498,51473000,3392000,1429000,0.006578947368421052,31.367924528301884,2020,10
478,부산,2020-11-01,15.6,12.4,1.21,52.0,1054,6,1470,51473000,3392000,1429000,0.0056925996204933585,31.073113207547173,2020,11
479,부산,2020-12-01,10.0,4.3,0.33999999999999997,43.0,923,7,1187,51473000,3392000,1429000,0.007583965330444204,27.21108490566038,2020,12
480,서울,2016-01-01,9.0,-3.2,0.03333333333333333,53.0,3060,29,4323,51453200,9930600,3083000,0.009477124183006535,30.813848105854632,2016,1
481,서울,2016-02-01,7.0,0.2,1.5866666666666667,52.0,2710,34,3776,51453200,9930600,3083000,0.012546125461254613,27.289388355184983,2016,2
482,서울,2016-03-01,7.1,7.0,1.35,51.0,3355,28,4593,51453200,9930600,3083000,0.00834575260804769,33.78446418141905,2016,3
483,서울,2016-04-01,8.0,14.1,2.56,55.0,3498,30,4902,51453200,9930600,3083000,0.008576329331046312,35.22445773669265,2016,4
484,서울,2016-05-01,8.7,19.6,5.35,56.0,3604,29,4854,51453200,9930600,3083000,0.00804661487236404,36.29186554689546,2016,5
485,서울,2016-06-01,6.0,23.6,1.8133333333333332,63.0,3315,21,4564,51453200,9930600,3083000,0.006334841628959276,33.38166878134252,2016,6
486,서울,2016-07-01,6.1,26.2,11.94,73.0,3467,29,4796,51453200,9930600,3083000,0.008364580328814536,34.91229130163334,2016,7
487,서울,2016-08-01,7.3,28.0,2.2366666666666664,64.0,3268,18,4619,51453200,9930600,3083000,0.0055079559363525096,32.90838418625259,2016,8
488,서울,2016-09-01,8.1,23.1,1.1,65.0,3328,31,4596,51453200,9930600,3083000,0.009314903846153846,33.51257728636739,2016,9
489,서울,2016-10-01,6.3,16.1,2.493333333333333,62.0,3652,39,5114,51453200,9930600,3083000,0.01067907995618839,36.77522002698729,2016,10
490,서울,2016-11-01,6.1,6.8,0.5566666666666666,57.0,3331,32,4538,51453200,9930600,3083000,0.009606724707295107,33.54278694137313,2016,11
491,서울,2016-12-01,7.2,1.2,2.0366666666666666,59.0,3451,28,4994,51453200,9930600,3083000,0.008113590263691683,34.75117314160273,2016,12
492,서울,2017-01-01,7.0,-1.8,0.4966666666666667,55.0,3166,33,4692,51499300,9857400,3116300,0.010423246999368288,32.11800271876965,2017,1
493,서울,2017-02-01,7.8,-0.2,0.37,54.0,2728,26,3883,51499300,9857400,3116300,0.009530791788856305,27.674640371700445,2017,2
494,서울,2017-03-01,8.5,6.3,0.26333333333333336,48.0,3098,29,4241,51499300,9857400,3116300,0.00936087798579729,31.428165642055713,2017,3
495,서울,2017-04-01,8.1,13.9,2.0533333333333332,52.0,3172,22,4372,51499300,9857400,3116300,0.0069356872635561164,32.178870696126765,2017,4
496,서울,2017-05-01,8.5,19.5,0.5366666666666667,52.0,3284,27,4539,51499300,9857400,3116300,0.008221680876979293,33.3150729401262,2017,5
497,서울,2017-06-01,6.4,23.3,2.2199999999999998,57.0,3247,29,4421,51499300,9857400,3116300,0.008931321219587311,32.93972041309067,2017,6
498,서울,2017-07-01,7.3,26.9,20.7,77.0,3268,31,4577,51499300,9857400,3116300,0.009485924112607099,33.152758333840566,2017,7
499,서울,2017-08-01,7.7,25.9,9.9,71.0,3308,24,4579,51499300,9857400,3116300,0.007255139056831923,33.55854484955465,2017,8
500,서울,2017-09-01,6.8,22.1,1.1666666666666667,61.0,3488,33,4752,51499300,9857400,3116300,0.009461009174311927,35.38458417026802,2017,9
501,서울,2017-10-01,7.6,16.4,0.8833333333333333,56.0,3312,31,4646,51499300,9857400,3116300,0.009359903381642512,33.59912350112606,2017,10
502,서울,2017-11-01,6.7,5.6,1.3566666666666667,53.0,3375,28,4600,51499300,9857400,3116300,0.008296296296296296,34.23823726337574,2017,11
503,서울,2017-12-01,6.7,-1.9,1.16,56.0,3179,30,4508,51499300,9857400,3116300,0.009436929852154765,32.24988333637673,2017,12
504,서울,2018-01-01,7.2,-4.0,0.2833333333333333,48.0,3192,30,4490,51512000,9766000,3125000,0.009398496240601503,32.68482490272373,2018,1
505,서울,2018-02-01,6.3,-1.6,0.9866666666666667,45.0,2973,28,4178,51512000,9766000,3125000,0.009418096199125462,30.442351013721076,2018,2
506,서울,2018-03-01,6.9,8.1,1.65,59.0,3072,28,4288,51512000,9766000,3125000,0.009114583333333334,31.456072086831867,2018,3
507,서울,2018-04-01,8.8,13.0,4.343333333333334,55.0,3219,24,4375,51512000,9766000,3125000,0.007455731593662628,32.961294286299406,2018,4
508,서울,2018-05-01,8.0,18.2,7.4,63.0,3454,22,4795,51512000,9766000,3125000,0.006369426751592357,35.36760188408765,2018,5
509,서울,2018-06-01,5.7,23.1,5.716666666666667,63.0,3253,21,4452,51512000,9766000,3125000,0.00645557946510913,33.30944091746877,2018,6
510,서울,2018-07-01,4.2,27.8,6.1866666666666665,68.0,3321,29,4588,51512000,9766000,3125000,0.008732309545317675,34.0057341798075,2018,7
511,서울,2018-08-01,7.1,28.8,6.753333333333333,65.0,3203,27,4528,51512000,9766000,3125000,0.00842959725257571,32.797460577513824,2018,8
512,서울,2018-09-01,5.7,21.5,2.283333333333333,61.0,3144,20,4335,51512000,9766000,3125000,0.006361323155216285,32.19332377636699,2018,9
513,서울,2018-10-01,6.1,13.1,4.016666666666667,59.0,3500,21,4752,51512000,9766000,3125000,0.006,35.8386237968462,2018,10
514,서울,2018-11-01,5.6,7.8,2.6366666666666663,58.0,3243,30,4499,51512000,9766000,3125000,0.009250693802035153,33.207044849477775,2018,11
515,서울,2018-12-01,5.9,-0.6,0.5466666666666666,46.0,3221,24,4471,51512000,9766000,3125000,0.007451102142191866,32.981773499897606,2018,12
516,서울,2019-01-01,6.8,-0.9,0.0,46.0,2983,25,4134,51511000,9729000,3124000,0.008380824673147838,30.660910679412066,2019,1
517,서울,2019-02-01,5.5,1.0,0.7933333333333333,47.0,2482,13,3368,51511000,9729000,3124000,0.005237711522965351,25.511357796279167,2019,2
518,서울,2019-03-01,7.2,7.1,0.8933333333333333,51.0,3099,22,4223,51511000,9729000,3124000,0.007099064214262665,31.853222325007707,2019,3
519,서울,2019-04-01,7.3,12.1,1.5766666666666667,51.0,3283,14,4500,51511000,9729000,3124000,0.0042643923240938165,33.74447528009045,2019,4
520,서울,2019-05-01,6.1,19.4,1.26,47.0,3497,24,4886,51511000,9729000,3124000,0.006863025450386045,35.94408469524103,2019,5
521,서울,2019-06-01,5.3,22.5,2.466666666666667,61.0,3290,20,4542,51511000,9729000,3124000,0.0060790273556231,33.81642512077295,2019,6
522,서울,2019-07-01,5.9,25.9,6.48,69.0,3311,15,4446,51511000,9729000,3124000,0.0045303533675626695,34.03227464282043,2019,7
523,서울,2019-08-01,7.5,27.2,6.35,69.0,3447,22,4765,51511000,9729000,3124000,0.006382361473745286,35.43015726179463,2019,8
524,서울,2019-09-01,11.8,22.6,4.66,65.0,3313,25,4550,51511000,9729000,3124000,0.007546030787805615,34.05283174015829,2019,9
525,서울,2019-10-01,6.7,16.4,1.85,62.0,3634,31,5053,51511000,9729000,3124000,0.0085305448541552,37.35224586288416,2019,10
526,서울,2019-11-01,7.0,7.6,2.6266666666666665,56.0,3669,14,4933,51511000,9729000,3124000,0.0038157536113382394,37.71199506629664,2019,11
527,서울,2019-12-01,7.5,1.4,0.7533333333333334,58.0,3250,25,4504,51511000,9729000,3124000,0.007692307692307693,33.40528317401583,2019,12
528,서울,2020-01-01,7.0,1.6,2.0166666666666666,55.0,2788,18,3944,51473000,9668000,3157000,0.006456241032998565,28.837401737691355,2020,1
529,서울,2020-02-01,8.2,2.5,1.77,58.0,2999,20,3980,51473000,9668000,3157000,0.006668889629876626,31.01985932974762,2020,2
530,서울,2020-03-01,8.2,7.7,0.5433333333333333,46.0,2561,21,3385,51473000,9668000,3157000,0.008199921905505662,26.489449731071577,2020,3
531,서울,2020-04-01,8.9,11.1,0.5633333333333332,50.0,2724,17,3724,51473000,9668000,3157000,0.006240822320117474,28.17542407943732,2020,4
532,서울,2020-05-01,7.2,18.0,3.746666666666667,67.0,3139,18,4294,51473000,9668000,3157000,0.005734310289901242,32.46793545717832,2020,5
533,서울,2020-06-01,7.6,23.9,4.653333333333333,67.0,3189,15,4372,51473000,9668000,3157000,0.004703668861712135,32.98510550268929,2020,6
534,서울,2020-07-01,8.7,24.1,9.013333333333332,76.0,3162,15,4319,51473000,9668000,3157000,0.004743833017077799,32.705833678113365,2020,7
535,서울,2020-08-01,8.3,26.5,22.523333333333333,85.0,2926,19,3948,51473000,9668000,3157000,0.006493506493506494,30.26479106330161,2020,8
536,서울,2020-09-01,9.8,21.4,6.05,71.0,2991,21,4035,51473000,9668000,3157000,0.007021063189568706,30.93711212246587,2020,9
537,서울,2020-10-01,7.2,14.3,0.0,60.0,3122,20,4143,51473000,9668000,3157000,0.0064061499039077515,32.29209764170459,2020,10
538,서울,2020-11-01,8.4,8.0,4.003333333333333,64.0,3007,19,3926,51473000,9668000,3157000,0.006318589956767542,31.102606537029377,2020,11
539,서울,2020-12-01,6.5,-0.3,0.15333333333333332,58.0,2619,16,3443,51473000,9668000,3157000,0.0061092019854906456,27.089366983864295,2020,12
540,울산,2016-01-01,9.9,1.8,1.6866666666666668,50.0,373,4,571,51453200,1172300,538700,0.010723860589812333,31.81779408001365,2016,1
541,울산,2016-02-01,9.6,4.8,1.0799999999999998,47.0,356,3,501,51453200,1172300,538700,0.008426966292134831,30.3676533310586,2016,2
542,울산,2016-03-01,8.2,9.2,3.0733333333333333,58.0,390,5,562,51453200,1172300,538700,0.01282051282051282,33.26793482896869,2016,3
543,울산,2016-04-01,9.9,14.3,5.973333333333333,69.0,437,9,647,51453200,1172300,538700,0.020594965675057208,37.27714748784441,2016,4
544,울산,2016-05-01,9.0,18.9,2.8699999999999997,65.0,386,4,588,51453200,1172300,538700,0.010362694300518135,32.92672524097927,2016,5
545,울산,2016-06-01,6.4,22.0,2.3366666666666664,82.0,365,7,558,51453200,1172300,538700,0.019178082191780823,31.1353749040348,2016,6
546,울산,2016-07-01,9.3,25.3,7.5633333333333335,88.0,389,4,555,51453200,1172300,538700,0.010282776349614395,33.18263243197134,2016,7
547,울산,2016-08-01,8.2,26.4,3.2733333333333334,82.0,364,6,552,51453200,1172300,538700,0.016483516483516484,31.050072507037445,2016,8
548,울산,2016-09-01,7.6,21.7,12.143333333333334,89.0,350,8,549,51453200,1172300,538700,0.022857142857142857,29.85583894907447,2016,9
549,울산,2016-10-01,12.6,17.2,11.956666666666667,82.0,358,13,549,51453200,1172300,538700,0.036312849162011177,30.538258125053314,2016,10
550,울산,2016-11-01,6.5,10.1,1.57,68.0,368,8,576,51453200,1172300,538700,0.021739130434782608,31.39128209502687,2016,11
551,울산,2016-12-01,8.1,6.1,2.9366666666666665,59.0,360,10,532,51453200,1172300,538700,0.027777777777777776,30.708862919048027,2016,12
552,울산,2017-01-01,8.3,2.8,0.51,50.0,329,6,497,51499300,1165100,549500,0.0182370820668693,28.237919491889105,2017,1
553,울산,2017-02-01,9.0,4.4,0.7866666666666667,49.0,308,7,469,51499300,1165100,549500,0.022727272727272728,26.435499098789805,2017,2
554,울산,2017-03-01,7.2,8.0,0.92,58.0,331,3,474,51499300,1165100,549500,0.00906344410876133,28.409578576946185,2017,3
555,울산,2017-04-01,10.8,15.1,3.73,63.0,370,6,553,51499300,1165100,549500,0.016216216216216217,31.75693073555918,2017,4
556,울산,2017-05-01,6.7,19.6,0.8766666666666667,62.0,353,5,496,51499300,1165100,549500,0.014164305949008499,30.297828512574025,2017,5
557,울산,2017-06-01,6.7,21.2,1.2833333333333334,74.0,327,4,444,51499300,1165100,549500,0.012232415902140673,28.066260406832033,2017,6
558,울산,2017-07-01,7.3,27.1,3.4866666666666664,82.0,375,5,550,51499300,1165100,549500,0.013333333333333334,32.18607844820187,2017,7
559,울산,2017-08-01,7.1,25.9,2.3266666666666667,82.0,343,2,500,51499300,1165100,549500,0.0058309037900874635,29.43953308728865,2017,8
560,울산,2017-09-01,6.7,21.3,5.933333333333334,77.0,370,9,529,51499300,1165100,549500,0.024324324324324326,31.75693073555918,2017,9
561,울산,2017-10-01,8.5,17.0,2.1033333333333335,75.0,349,3,482,51499300,1165100,549500,0.008595988538681949,29.954510342459876,2017,10
562,울산,2017-11-01,7.7,9.8,0.0,52.0,381,4,551,51499300,1165100,549500,0.010498687664041995,32.7010557033731,2017,11
563,울산,2017-12-01,7.8,2.3,0.4233333333333333,42.0,429,10,582,51499300,1165100,549500,0.023310023310023312,36.82087374474294,2017,12
564,울산,2018-01-01,7.8,0.7,1.0433333333333334,47.0,341,8,461,51512000,1156000,558000,0.02346041055718475,29.49826989619377,2018,1
565,울산,2018-02-01,8.5,2.6,1.4933333333333332,41.0,313,5,445,51512000,1156000,558000,0.01597444089456869,27.07612456747405,2018,2
566,울산,2018-03-01,8.9,9.5,5.176666666666667,65.0,364,10,468,51512000,1156000,558000,0.027472527472527472,31.487889273356405,2018,3
567,울산,2018-04-01,11.4,14.5,4.11,61.0,330,7,518,51512000,1156000,558000,0.021212121212121213,28.54671280276817,2018,4
568,울산,2018-05-01,9.3,18.1,3.18,72.0,318,9,460,51512000,1156000,558000,0.02830188679245283,27.508650519031143,2018,5
569,울산,2018-06-01,8.0,21.6,4.253333333333333,75.0,337,6,476,51512000,1156000,558000,0.017804154302670624,29.152249134948097,2018,6
570,울산,2018-07-01,8.9,26.8,5.343333333333334,82.0,297,5,435,51512000,1156000,558000,0.016835016835016835,25.692041522491348,2018,7
571,울산,2018-08-01,8.3,27.0,9.31,81.0,328,8,465,51512000,1156000,558000,0.024390243902439025,28.37370242214533,2018,8
572,울산,2018-09-01,6.1,21.1,5.23,81.0,318,6,492,51512000,1156000,558000,0.018867924528301886,27.508650519031143,2018,9
573,울산,2018-10-01,12.9,15.1,5.4,70.0,390,4,595,51512000,1156000,558000,0.010256410256410256,33.73702422145329,2018,10
574,울산,2018-11-01,6.9,10.7,1.7266666666666666,63.0,336,8,495,51512000,1156000,558000,0.023809523809523808,29.065743944636676,2018,11
575,울산,2018-12-01,9.6,4.1,0.9366666666666668,51.0,320,3,467,51512000,1156000,558000,0.009375,27.68166089965398,2018,12
576,울산,2019-01-01,6.9,3.5,0.5166666666666667,40.0,287,3,401,51511000,1148000,566000,0.010452961672473868,25.0,2019,1
577,울산,2019-02-01,9.4,5.1,1.2933333333333332,52.0,273,3,392,51511000,1148000,566000,0.01098901098901099,23.78048780487805,2019,2
578,울산,2019-03-01,7.6,9.9,1.3566666666666667,55.0,336,6,454,51511000,1148000,566000,0.017857142857142856,29.268292682926827,2019,3
579,울산,2019-04-01,6.9,12.8,2.9633333333333334,62.0,355,7,521,51511000,1148000,566000,0.01971830985915493,30.923344947735195,2019,4
580,울산,2019-05-01,8.7,19.7,1.1666666666666667,56.0,408,3,587,51511000,1148000,566000,0.007352941176470588,35.54006968641115,2019,5
581,울산,2019-06-01,5.2,20.7,8.25,80.0,366,5,555,51511000,1148000,566000,0.01366120218579235,31.881533101045296,2019,6
582,울산,2019-07-01,7.7,24.8,6.883333333333334,84.0,376,2,566,51511000,1148000,566000,0.005319148936170213,32.752613240418114,2019,7
583,울산,2019-08-01,5.8,26.4,6.5233333333333325,82.0,375,3,555,51511000,1148000,566000,0.008,32.66550522648084,2019,8
584,울산,2019-09-01,8.5,22.3,9.583333333333334,85.0,364,3,525,51511000,1148000,566000,0.008241758241758242,31.70731707317073,2019,9
585,울산,2019-10-01,7.0,17.3,7.406666666666666,75.0,417,8,563,51511000,1148000,566000,0.019184652278177457,36.32404181184669,2019,10
586,울산,2019-11-01,5.1,11.3,1.0333333333333334,66.0,407,3,579,51511000,1148000,566000,0.007371007371007371,35.45296167247387,2019,11
587,울산,2019-12-01,5.7,5.4,1.3599999999999999,54.0,383,9,603,51511000,1148000,566000,0.02349869451697128,33.362369337979096,2019,12
588,울산,2020-01-01,6.8,5.2,5.956666666666666,61.0,333,4,460,51473000,1136000,576000,0.012012012012012012,29.31338028169014,2020,1
589,울산,2020-02-01,5.6,6.0,1.7866666666666666,59.0,286,6,410,51473000,1136000,576000,0.02097902097902098,25.176056338028168,2020,2
590,울산,2020-03-01,7.1,9.6,1.3866666666666667,59.0,293,4,404,51473000,1136000,576000,0.013651877133105802,25.79225352112676,2020,3
591,울산,2020-04-01,7.7,12.3,2.44,55.0,307,10,448,51473000,1136000,576000,0.03257328990228013,27.024647887323944,2020,4
592,울산,2020-05-01,5.8,18.1,1.7166666666666666,72.0,299,2,404,51473000,1136000,576000,0.006688963210702341,26.320422535211268,2020,5
593,울산,2020-06-01,5.9,22.7,7.286666666666666,75.0,334,6,491,51473000,1136000,576000,0.017964071856287425,29.401408450704224,2020,6
594,울산,2020-07-01,6.1,22.1,16.61,91.0,320,5,467,51473000,1136000,576000,0.015625,28.169014084507044,2020,7
595,울산,2020-08-01,6.1,27.6,4.569999999999999,83.0,339,2,502,51473000,1136000,576000,0.0058997050147492625,29.841549295774648,2020,8
596,울산,2020-09-01,12.6,21.1,8.1,81.0,309,3,434,51473000,1136000,576000,0.009708737864077669,27.20070422535211,2020,9
597,울산,2020-10-01,6.1,15.9,0.63,66.0,331,3,485,51473000,1136000,576000,0.00906344410876133,29.137323943661972,2020,10
598,울산,2020-11-01,6.1,11.0,1.2566666666666668,60.0,365,4,512,51473000,1136000,576000,0.010958904109589041,32.13028169014084,2020,11
599,울산,2020-12-01,6.4,3.4,0.19,46.0,318,2,427,51473000,1136000,576000,0.006289308176100629,27.992957746478872,2020,12
600,인천,2016-01-01,12.0,-2.63333,0.09666666666666666,61.66667,744,14,1149,51453200,2943100,1437400,0.01881720430107527,25.279467228432605,2016,1
601,인천,2016-02-01,10.56667,0.36667,1.6522223333333335,58.66667,632,10,952,51453200,2943100,1437400,0.015822784810126583,21.47395603275458,2016,2
602,인천,2016-03-01,9.53333,5.66667,1.4633333333333334,64.0,694,9,975,51453200,2943100,1437400,0.012968299711815562,23.58057830179063,2016,3
